"Nome comercial","Nome da oportunidade","Telefone principal","Instagram","Segmento","Fonte","Tags","Dor provavel","Gancho - Abordagem","Observacoes"
"Mais Essências","NUC TikTok Shop x Mais Essências","+55 24 3028-0012","https://www.google.com/search?q=Mais+Ess%C3%AAncias+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Beleza e a categoria numero 1 do TikTok Shop no mundo. A Mais Essências tem 2 avaliacoes e ja e referencia local - imagine adicionar um canal de vendas onde uma apresentadora faz demos dos seus produtos ao vivo pra milhares de pessoas.","Empresa: Mais Essências | Local: Barra Mansa | Nota Google: 3.0 (2 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Belle Essence Perfumaria","NUC TikTok Shop x Belle Essence Perfumaria","+55 24 99916-5090","https://www.google.com/search?q=Belle+Essence+Perfumaria+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Beleza e a categoria numero 1 do TikTok Shop no mundo. A Belle Essence Perfumaria tem 1 avaliacoes e ja e referencia local - imagine adicionar um canal de vendas onde uma apresentadora faz demos dos seus produtos ao vivo pra milhares de pessoas.","Empresa: Belle Essence Perfumaria | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Mundo da Beleza BM","NUC TikTok Shop x Mundo da Beleza BM","+55 24 98857-8063","https://www.google.com/search?q=Mundo+da+Beleza+BM+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Mundo da Beleza BM se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Mundo da Beleza BM | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Loja de cosmético, Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Bellas Fashion Cosméticos","NUC TikTok Shop x Bellas Fashion Cosméticos","+55 24 3322-7006","https://www.google.com/search?q=Bellas+Fashion+Cosm%C3%A9ticos+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","O TikTok Shop ja movimenta 22.5% do GMV global so em beleza e cosmeticos. A Bellas Fashion Cosméticos vende exatamente o tipo de produto que mais converte em lives - perfumes, skincare, maquiagem. Quero mostrar como colocar seus produtos vendendo 24h no TikTok com uma apresentadora dedicada.","Empresa: Bellas Fashion Cosméticos | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Loja de cosmético | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Liz Perfumaria Boa Vista","NUC TikTok Shop x Liz Perfumaria Boa Vista","Prospectar presencialmente","https://www.google.com/search?q=Liz+Perfumaria+Boa+Vista+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","O TikTok Shop ja movimenta 22.5% do GMV global so em beleza e cosmeticos. A Liz Perfumaria Boa Vista vende exatamente o tipo de produto que mais converte em lives - perfumes, skincare, maquiagem. Quero mostrar como colocar seus produtos vendendo 24h no TikTok com uma apresentadora dedicada.","Empresa: Liz Perfumaria Boa Vista | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Raul Correa | Perfumes Importados","NUC TikTok Shop x Raul Correa | Perfumes Importados","+55 24 97401-1624","https://www.google.com/search?q=Raul+Correa+%7C+Perfumes+Importados+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","O TikTok Shop ja movimenta 22.5% do GMV global so em beleza e cosmeticos. A Raul Correa | Perfumes Importados vende exatamente o tipo de produto que mais converte em lives - perfumes, skincare, maquiagem. Quero mostrar como colocar seus produtos vendendo 24h no TikTok com uma apresentadora dedicada.","Empresa: Raul Correa | Perfumes Importados | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Perfumes Paris souza","NUC TikTok Shop x Perfumes Paris souza","+55 24 98836-7364","https://www.google.com/search?q=Perfumes+Paris+souza+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Perfumes Paris souza se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Perfumes Paris souza | Local: Barra Mansa | Nota Google: 5.0 (1 avaliacoes) | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Cantinho dos Cosméticos","NUC TikTok Shop x Cantinho dos Cosméticos","+55 24 99927-2986","https://instagram.com/cantinhodoscosmeticos.bm?igshid=OGQ5ZDc2ODk2ZA==","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Pesquisei os negocios de Barra Mansa com maior potencial no TikTok Shop e a Cantinho dos Cosméticos se destacou. Cosmeticos e perfumaria lideram as vendas na plataforma globalmente - quero apresentar como implementar isso no seu negocio com zero esforco da sua parte.","Empresa: Cantinho dos Cosméticos | Local: Barra Mansa | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Perfumaria Barra Mansa","NUC TikTok Shop x Perfumaria Barra Mansa","+55 24 98827-0403","https://www.google.com/search?q=Perfumaria+Barra+Mansa+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Beleza e a categoria numero 1 do TikTok Shop no mundo. A Perfumaria Barra Mansa tem 0 avaliacoes e ja e referencia local - imagine adicionar um canal de vendas onde uma apresentadora faz demos dos seus produtos ao vivo pra milhares de pessoas.","Empresa: Perfumaria Barra Mansa | Local: Barra Mansa | Categorias: Perfumaria | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Lena Beauty Make","NUC TikTok Shop x Lena Beauty Make","+55 24 99323-4345","https://www.google.com/search?q=Lena+Beauty+Make+Barra+Mansa+instagram","Beleza e Cosmeticos","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas limitadas ao fluxo da loja fisica e Instagram organico; clientes compram uma vez e nao voltam; dificuldade em competir com e-commerces grandes; estoque parado de produtos que nao giram.","Beleza e a categoria numero 1 do TikTok Shop no mundo. A Lena Beauty Make tem 0 avaliacoes e ja e referencia local - imagine adicionar um canal de vendas onde uma apresentadora faz demos dos seus produtos ao vivo pra milhares de pessoas.","Empresa: Lena Beauty Make | Local: Barra Mansa | Categorias: Loja de produtos de beleza | RANKING TIKTOK SHOP: Beleza, Perfumaria e Cosmeticos - Categoria #1 global (22.5% do GMV) | POR QUE ESSE NEGOCIO: Categoria #1 do TikTok Shop globalmente (22.5% do GMV). Demos de antes/depois, reviews de produtos e tutoriais de maquiagem viralizam naturalmente. Perfumes e skincare tem ticket medio alto (R$40-180) e alta margem. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"AD Semijoias Barra Mansa | Adailton Semijoias","NUC TikTok Shop x AD Semijoias Barra Mansa | Adailton Semijoias","+55 24 3323-8963","https://www.google.com/search?q=AD+Semijoias+Barra+Mansa+%7C+Adailton+Semijoias+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Vi que a AD Semijoias Barra Mansa | Adailton Semijoias tem 495 avaliacoes e boa reputacao em Barra Mansa. Lives de moda tipo 'provador ao vivo' convertem ate 3x mais que e-commerce tradicional no TikTok Shop - quero mostrar como funciona.","Empresa: AD Semijoias Barra Mansa | Adailton Semijoias | Local: Barra Mansa | Nota Google: 5.0 (495 avaliacoes) | Categorias: Joalheiro atacadista, Joalheria especializada em itens personalizados, Loja de acessórios de moda, Joalheria | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Lumii Dress","NUC TikTok Shop x Lumii Dress","+55 24 99235-1145","https://www.google.com/search?q=Lumii+Dress+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","O TikTok Shop ta revolucionando a venda de moda - e a Lumii Dress tem tudo pra aproveitar. Uma apresentadora mostrando suas pecas ao vivo, com link de compra direto, gera vendas que loja fisica sozinha nao alcanca.","Empresa: Lumii Dress | Local: Barra Mansa | Nota Google: 4.9 (128 avaliacoes) | Categorias: Loja de roupas para ocasiões formais, Loja de vestidos | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Objetiva - Barra Mansa","NUC TikTok Shop x Objetiva - Barra Mansa","Prospectar presencialmente","https://www.google.com/search?q=Objetiva+-+Barra+Mansa+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Vi que a Objetiva - Barra Mansa tem 89 avaliacoes e boa reputacao em Barra Mansa. Lives de moda tipo 'provador ao vivo' convertem ate 3x mais que e-commerce tradicional no TikTok Shop - quero mostrar como funciona.","Empresa: Objetiva - Barra Mansa | Local: Barra Mansa | Nota Google: 4.4 (89 avaliacoes) | Categorias: Loja de Roupa | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Malhas Mil","NUC TikTok Shop x Malhas Mil","+55 24 2106-6018","https://www.google.com/search?q=Malhas+Mil+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Moda feminina e a segunda categoria que mais vende no TikTok Shop (14.8% do GMV global). A Malhas Mil tem os produtos certos - quero mostrar como colocar uma apresentadora vendendo suas pecas em lives diarias sem voce precisar aparecer.","Empresa: Malhas Mil | Local: Barra Mansa | Nota Google: 4.1 (43 avaliacoes) | Categorias: Loja de Roupa | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Open Calçados - Sapatos, Tênis, Botas, Chinelos e Sandalias","NUC TikTok Shop x Open Calçados - Sapatos, Tênis, Botas, Chinelos e Sandalias","+55 24 99995-5398","https://www.google.com/search?q=Open+Cal%C3%A7ados+-+Sapatos%2C+T%C3%AAnis%2C+Botas%2C+Chinelos+e+Sandalias+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Vi que a Open Calçados - Sapatos, Tênis, Botas, Chinelos e Sandalias tem 27 avaliacoes e boa reputacao em Barra Mansa. Lives de moda tipo 'provador ao vivo' convertem ate 3x mais que e-commerce tradicional no TikTok Shop - quero mostrar como funciona.","Empresa: Open Calçados - Sapatos, Tênis, Botas, Chinelos e Sandalias | Local: Barra Mansa | Nota Google: 4.4 (27 avaliacoes) | Categorias: Loja de calçado, Loja de botas, Loja de acessórios de moda, Loja de malas e bolsas, Loja de malas, Loja de moda masculina, Loja de moda feminina | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Tribo Moda Feminina","NUC TikTok Shop x Tribo Moda Feminina","+55 24 3323-1344","https://www.google.com/search?q=Tribo+Moda+Feminina+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Vi que a Tribo Moda Feminina tem 24 avaliacoes e boa reputacao em Barra Mansa. Lives de moda tipo 'provador ao vivo' convertem ate 3x mais que e-commerce tradicional no TikTok Shop - quero mostrar como funciona.","Empresa: Tribo Moda Feminina | Local: Barra Mansa | Nota Google: 4.3 (24 avaliacoes) | Categorias: Loja de moda feminina, Loja de Roupa | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Stilo Moda Plus","NUC TikTok Shop x Stilo Moda Plus","+55 24 99291-6410","https://www.google.com/search?q=Stilo+Moda+Plus+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Moda feminina e a segunda categoria que mais vende no TikTok Shop (14.8% do GMV global). A Stilo Moda Plus tem os produtos certos - quero mostrar como colocar uma apresentadora vendendo suas pecas em lives diarias sem voce precisar aparecer.","Empresa: Stilo Moda Plus | Local: Barra Mansa | Nota Google: 5.0 (23 avaliacoes) | Categorias: Loja de moda feminina | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Day Modas e Lingerie","NUC TikTok Shop x Day Modas e Lingerie","+55 24 99918-6917","https://www.google.com/search?q=Day+Modas+e+Lingerie+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Moda feminina e a segunda categoria que mais vende no TikTok Shop (14.8% do GMV global). A Day Modas e Lingerie tem os produtos certos - quero mostrar como colocar uma apresentadora vendendo suas pecas em lives diarias sem voce precisar aparecer.","Empresa: Day Modas e Lingerie | Local: Barra Mansa | Nota Google: 5.0 (21 avaliacoes) | Categorias: Loja de lingerie | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Use Eloi","NUC TikTok Shop x Use Eloi","+55 24 99909-4901","https://www.google.com/search?q=Use+Eloi+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","O TikTok Shop ta revolucionando a venda de moda - e a Use Eloi tem tudo pra aproveitar. Uma apresentadora mostrando suas pecas ao vivo, com link de compra direto, gera vendas que loja fisica sozinha nao alcanca.","Empresa: Use Eloi | Local: Barra Mansa | Nota Google: 5.0 (19 avaliacoes) | Categorias: Loja de acessórios de moda | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Open Modas Feminina","NUC TikTok Shop x Open Modas Feminina","+55 24 3323-0248","https://www.google.com/search?q=Open+Modas+Feminina+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","Moda feminina e a segunda categoria que mais vende no TikTok Shop (14.8% do GMV global). A Open Modas Feminina tem os produtos certos - quero mostrar como colocar uma apresentadora vendendo suas pecas em lives diarias sem voce precisar aparecer.","Empresa: Open Modas Feminina | Local: Barra Mansa | Nota Google: 5.0 (18 avaliacoes) | Categorias: Loja de moda feminina, Loja de Roupa, Loja de roupas de designer, Loja de roupas para jovens | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Kell Modas","NUC TikTok Shop x Kell Modas","+55 24 99812-9405","https://www.google.com/search?q=Kell+Modas+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","O TikTok Shop ta revolucionando a venda de moda - e a Kell Modas tem tudo pra aproveitar. Uma apresentadora mostrando suas pecas ao vivo, com link de compra direto, gera vendas que loja fisica sozinha nao alcanca.","Empresa: Kell Modas | Local: Barra Mansa | Nota Google: 4.9 (18 avaliacoes) | Categorias: Loja de moda feminina | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
"Loja Mania de Mulher","NUC TikTok Shop x Loja Mania de Mulher","+55 24 99874-3186","https://www.google.com/search?q=Loja+Mania+de+Mulher+Barra+Mansa+instagram","Moda Feminina","Prospeccao Ativa - TikTok Shop","Barra Mansa","Vendas dependem 100% de quem entra na loja; Instagram alcanca cada vez menos gente; estoque encalhado de colecoes que nao saem; dificuldade em atingir publico jovem que compra online.","O TikTok Shop ta revolucionando a venda de moda - e a Loja Mania de Mulher tem tudo pra aproveitar. Uma apresentadora mostrando suas pecas ao vivo, com link de compra direto, gera vendas que loja fisica sozinha nao alcanca.","Empresa: Loja Mania de Mulher | Local: Barra Mansa | Nota Google: 4.6 (16 avaliacoes) | Categorias: Loja de Roupa | RANKING TIKTOK SHOP: Moda Feminina - Categoria #2 global (14.8% do GMV) | POR QUE ESSE NEGOCIO: Categoria #2 global (14.8% GMV). Moda plus size e casual tem comunidades engajadas no TikTok. Lives de provador e 'get ready with me' geram conversao altissima. Ticket medio R$80-250. | PROPOSTA: Implementacao completa de TikTok Shop + apresentadora dedicada que vende os produtos em lives. O negocio so precisa fornecer os produtos - NUC cuida de toda a operacao digital."
